"itemId","name","value","weaponPower","armorRating","abilityDesc","enchantName","enchantDesc","trait","traitDesc","setBonusDesc1","setBonusDesc2","setBonusDesc3","setBonusDesc4","icon"
"139622","Blueprint: Alinor Bowl, Carved Wood","9","0","0","INGREDIENTS
Heartwood (5), Mundane Rune (3), Culanda Lacquer, Pitch (9)

TO CREATE
Requires Potency Improvement 1
Requires Woodworking 3","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_2.dds"
"139649","Blueprint: Alinor Cabinet, Noble","13","0","0","INGREDIENTS
Heartwood (12), Regulus (6), Decorative Wax (7), Ochre (7), Culanda Lacquer (2), Mastic (3)

TO CREATE
Requires Metalworking 2
Requires Recipe Improvement 3
Requires Woodworking 8
Requires Engraver 3","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_3.dds"
"139532","Blueprint: Alinor Candles, Stand","10","0","0","INGREDIENTS
Heartwood (9), Decorative Wax (6), Culanda Lacquer, Turpen (6)

TO CREATE
Requires Recipe Improvement 3
Requires Woodworking 6","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_3.dds"
"139531","Blueprint: Alinor Candles, Tall Stand","10","0","0","INGREDIENTS
Heartwood (10), Decorative Wax (7), Culanda Lacquer, Turpen (6)

TO CREATE
Requires Recipe Improvement 4
Requires Woodworking 7","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_3.dds"
"139549","Blueprint: Alinor Chair, Polished","10","0","0","INGREDIENTS
Heartwood (9), Decorative Wax (6), Culanda Lacquer, Turpen (6)

TO CREATE
Requires Recipe Improvement 3
Requires Woodworking 6","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_3.dds"
"139559","Blueprint: Alinor Counter, Polished Corner","10","0","0","INGREDIENTS
Heartwood (9), Mundane Rune (5), Decorative Wax (5), Ochre (5), Culanda Lacquer, Turpen (6)

TO CREATE
Requires Potency Improvement 2
Requires Recipe Improvement 2
Requires Woodworking 6
Requires Engraver 2","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_3.dds"
"139558","Blueprint: Alinor Counter, Polished Drawers","10","0","0","INGREDIENTS
Heartwood (10), Regulus (5), Decorative Wax (5), Ochre (5), Culanda Lacquer, Turpen (6)

TO CREATE
Requires Metalworking 2
Requires Recipe Improvement 2
Requires Woodworking 7
Requires Engraver 2","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_3.dds"
"139553","Blueprint: Alinor Desk, Mirrored","13","0","0","INGREDIENTS
Heartwood (12), Regulus (7), Alchemical Resin (7), Decorative Wax (7), Culanda Lacquer (2), Mastic (3)

TO CREATE
Requires Metalworking 3
Requires Solvent Proficiency 3
Requires Recipe Improvement 3
Requires Woodworking 8","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_4.dds"
"139552","Blueprint: Alinor Desk, Polished","10","0","0","INGREDIENTS
Heartwood (10), Regulus (5), Decorative Wax (6), Culanda Lacquer, Turpen (6)

TO CREATE
Requires Metalworking 2
Requires Recipe Improvement 3
Requires Woodworking 7","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_3.dds"
"139583","Blueprint: Alinor Divider, Noble","13","0","0","INGREDIENTS
Heartwood (13), Regulus (7), Decorative Wax (8), Ochre (7), Culanda Lacquer (2), Mastic (3)

TO CREATE
Requires Metalworking 3
Requires Recipe Improvement 4
Requires Woodworking 9
Requires Engraver 3","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_4.dds"
"139584","Blueprint: Alinor Divider, Polished","10","0","0","INGREDIENTS
Heartwood (9), Regulus (5), Decorative Wax (5), Ochre (5), Culanda Lacquer, Turpen (6)

TO CREATE
Requires Metalworking 2
Requires Recipe Improvement 2
Requires Woodworking 6
Requires Engraver 2","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_3.dds"
"139567","Blueprint: Alinor Jewelry Box, Noble","13","0","0","INGREDIENTS
Heartwood (12), Regulus (6), Decorative Wax (6), Ochre (8), Culanda Lacquer (2), Mastic (3)

TO CREATE
Requires Metalworking 2
Requires Recipe Improvement 2
Requires Woodworking 8
Requires Engraver 4","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_4.dds"
"139570","Blueprint: Alinor Jewelry Box, Octagonal","10","0","0","INGREDIENTS
Heartwood (10), Mundane Rune (5), Decorative Wax (5), Ochre (6), Culanda Lacquer, Turpen (6)

TO CREATE
Requires Potency Improvement 2
Requires Recipe Improvement 2
Requires Woodworking 7
Requires Engraver 3","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_3.dds"
"139569","Blueprint: Alinor Jewelry Box, Peaked","13","0","0","INGREDIENTS
Heartwood (13), Decorative Wax (8), Ochre (9), Culanda Lacquer (2), Mastic (3)

TO CREATE
Requires Recipe Improvement 4
Requires Woodworking 9
Requires Engraver 5","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_4.dds"
"139568","Blueprint: Alinor Jewelry Box, Polished","10","0","0","INGREDIENTS
Heartwood (9), Regulus (5), Decorative Wax (5), Ochre (5), Culanda Lacquer, Turpen (6)

TO CREATE
Requires Metalworking 2
Requires Recipe Improvement 2
Requires Woodworking 6
Requires Engraver 2","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_3.dds"
"139556","Blueprint: Alinor Nightstand, Noble","13","0","0","INGREDIENTS
Heartwood (12), Regulus (7), Decorative Wax (7), Ochre (7), Culanda Lacquer (2), Mastic (3)

TO CREATE
Requires Metalworking 3
Requires Recipe Improvement 3
Requires Woodworking 8
Requires Engraver 3","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_4.dds"
"139555","Blueprint: Alinor Nightstand, Octagonal","10","0","0","INGREDIENTS
Heartwood (9), Decorative Wax (6), Culanda Lacquer, Turpen (6)

TO CREATE
Requires Recipe Improvement 3
Requires Woodworking 6","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_3.dds"
"139554","Blueprint: Alinor Nightstand, Scalloped","10","0","0","INGREDIENTS
Heartwood (10), Decorative Wax (5), Ochre (6), Culanda Lacquer, Turpen (6)

TO CREATE
Requires Recipe Improvement 2
Requires Woodworking 7
Requires Engraver 3","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_3.dds"
"139485","Blueprint: Alinor Pew, Polished","10","0","0","INGREDIENTS
Heartwood (9), Decorative Wax (6), Culanda Lacquer, Turpen (6)

TO CREATE
Requires Recipe Improvement 3
Requires Woodworking 6","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_3.dds"
"139592","Blueprint: Alinor Table, Noble Grand","13","0","0","INGREDIENTS
Heartwood (13), Mundane Rune (8), Alchemical Resin (6), Decorative Wax (8), Culanda Lacquer (2), Mastic (3)

TO CREATE
Requires Potency Improvement 4
Requires Solvent Proficiency 2
Requires Recipe Improvement 4
Requires Woodworking 9","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_4.dds"
"139593","Blueprint: Alinor Table, Noble Intimate","10","0","0","INGREDIENTS
Heartwood (11), Mundane Rune (7), Decorative Wax (7), Culanda Lacquer, Turpen (6)

TO CREATE
Requires Potency Improvement 4
Requires Recipe Improvement 4
Requires Woodworking 8","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_3.dds"
"139564","Blueprint: Alinor Trunk, Engraved","10","0","0","INGREDIENTS
Heartwood (10), Regulus (5), Decorative Wax (5), Ochre (5), Culanda Lacquer, Turpen (6)

TO CREATE
Requires Metalworking 2
Requires Recipe Improvement 2
Requires Woodworking 7
Requires Engraver 2","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_3.dds"
"139565","Blueprint: Alinor Trunk, Noble","13","0","0","INGREDIENTS
Heartwood (12), Regulus (8), Decorative Wax (6), Ochre (7), Culanda Lacquer (2), Mastic (3)

TO CREATE
Requires Metalworking 4
Requires Recipe Improvement 2
Requires Woodworking 8
Requires Engraver 3","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_4.dds"
"139563","Blueprint: Alinor Trunk, Peaked","10","0","0","INGREDIENTS
Heartwood (9), Regulus (7), Decorative Wax (5), Culanda Lacquer, Turpen (6)

TO CREATE
Requires Metalworking 4
Requires Recipe Improvement 2
Requires Woodworking 6","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_3.dds"
"139566","Blueprint: Alinor Trunk, Spired","13","0","0","INGREDIENTS
Heartwood (13), Regulus (8), Decorative Wax (7), Ochre (8), Culanda Lacquer (2), Mastic (3)

TO CREATE
Requires Metalworking 4
Requires Recipe Improvement 3
Requires Woodworking 9
Requires Engraver 4","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_4.dds"
"139543","Blueprint: Alinor Wardrobe, Polished","13","0","0","INGREDIENTS
Heartwood (12), Mundane Rune (6), Decorative Wax (8), Ochre (6), Culanda Lacquer (2), Mastic (3)

TO CREATE
Requires Potency Improvement 2
Requires Recipe Improvement 4
Requires Woodworking 8
Requires Engraver 2","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_4.dds"
"139557","Blueprint: Alinor Winerack, Polished","10","0","0","INGREDIENTS
Heartwood (10), Decorative Wax (6), Culanda Lacquer, Turpen (6)

TO CREATE
Requires Recipe Improvement 3
Requires Woodworking 7","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_3.dds"
"139484","Blueprint: Alinor Writing Desk, Noble","13","0","0","INGREDIENTS
Heartwood (12), Mundane Rune (9), Decorative Wax (7), Culanda Lacquer (2), Mastic (3)

TO CREATE
Requires Potency Improvement 5
Requires Recipe Improvement 3
Requires Woodworking 8","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_4.dds"
"115759","Blueprint: Argonian Bar, Woven Corner","10","0","0","INGREDIENTS
Heartwood (10), Regulus (5), Clean Pelt (8), Flint (10), Turpen (6)

TO CREATE
Requires Metalworking 2
Requires Tailoring 5
Requires Woodworking 7","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_3.dds"
"115827","Blueprint: Argonian Bark, Painted","13","0","0","INGREDIENTS
Heartwood (12), Mundane Rune (8), Alchemical Resin (8), Flint (15), Ruby (16), Mastic (3)

TO CREATE
Requires Potency Improvement 4
Requires Solvent Proficiency 4
Requires Woodworking 8","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_4.dds"
"115761","Blueprint: Argonian Bed, Woven","10","0","0","INGREDIENTS
Heartwood (9), Bast (8), Decorative Wax (4), Flint (10), Turpen (6)

TO CREATE
Requires Tailoring 5
Requires Recipe Improvement 1
Requires Woodworking 6","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_3.dds"
"115762","Blueprint: Argonian Bench, Woven","10","0","0","INGREDIENTS
Heartwood (8), Regulus (5), Bast (6), Flint (10), Turpen (6)

TO CREATE
Requires Metalworking 2
Requires Tailoring 3
Requires Woodworking 5","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_3.dds"
"115768","Blueprint: Argonian Bookcase, Sturdy","10","0","0","INGREDIENTS
Heartwood (10), Regulus (6), Bast (7), Flint (10), Turpen (6)

TO CREATE
Requires Metalworking 3
Requires Tailoring 4
Requires Woodworking 7","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_3.dds"
"115765","Blueprint: Argonian Bookshelf, Woven","10","0","0","INGREDIENTS
Heartwood (9), Regulus (6), Bast (6), Flint (10), Turpen (6)

TO CREATE
Requires Metalworking 3
Requires Tailoring 3
Requires Woodworking 6","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_3.dds"
"121546","Blueprint: Argonian Box, Woven","10","0","0","INGREDIENTS
Bast (7), Starmetal (10), Embroidery (6), Heartwood (5)

TO CREATE
Requires Tailoring 4
Requires Woodworking 2","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_3.dds"
"115757","Blueprint: Argonian Cage, Bird","10","0","0","INGREDIENTS
Heartwood (8), Mundane Rune (5), Decorative Wax (6), Flint (10), Turpen (6)

TO CREATE
Requires Potency Improvement 2
Requires Recipe Improvement 3
Requires Woodworking 5","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_3.dds"
"115756","Blueprint: Argonian Cage, Rat","10","0","0","INGREDIENTS
Heartwood (7), Mundane Rune (5), Decorative Wax (5), Flint (10), Turpen (6)

TO CREATE
Requires Potency Improvement 2
Requires Recipe Improvement 2
Requires Woodworking 4","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_3.dds"
"115750","Blueprint: Argonian Canopy, Reed","9","0","0","INGREDIENTS
Heartwood (6), Bast (4), Flint (5), Pitch (9)

TO CREATE
Requires Tailoring 2
Requires Woodworking 4","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_2.dds"
"115733","Blueprint: Argonian Chair, Rough","9","0","0","INGREDIENTS
Heartwood (5), Flint (5), Pitch (9)

TO CREATE
Requires Woodworking 3","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_2.dds"
"115763","Blueprint: Argonian Chair, Woven","10","0","0","INGREDIENTS
Heartwood (7), Regulus (4), Bast (6), Flint (10), Turpen (6)

TO CREATE
Requires Metalworking 1
Requires Tailoring 3
Requires Woodworking 4","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_3.dds"
"115721","Blueprint: Argonian Chimney Stack","9","0","0","INGREDIENTS
Heartwood (4), Flint (5), Pitch (9)

TO CREATE
Requires Woodworking 2","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_2.dds"
"115730","Blueprint: Argonian Counter, Long","9","0","0","INGREDIENTS
Heartwood (4), Flint (5), Pitch (9)

TO CREATE
Requires Woodworking 2","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_2.dds"
"115735","Blueprint: Argonian Cup, Tall","9","0","0","INGREDIENTS
Heartwood (6), Decorative Wax (4), Flint (5), Pitch (9)

TO CREATE
Requires Recipe Improvement 2
Requires Woodworking 4","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_2.dds"
"115766","Blueprint: Argonian Dresser, Sturdy","10","0","0","INGREDIENTS
Heartwood (8), Bast (6), Alchemical Resin (5), Flint (10), Turpen (6)

TO CREATE
Requires Tailoring 3
Requires Solvent Proficiency 2
Requires Woodworking 5","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_3.dds"
"115726","Blueprint: Argonian Dried Leaves","9","0","0","INGREDIENTS
Heartwood (4), Flint (5), Pitch (9)

TO CREATE
Requires Woodworking 2","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_2.dds"
"115771","Blueprint: Argonian End Table, Woven","10","0","0","INGREDIENTS
Heartwood (8), Regulus (5), Bast (6), Flint (10), Turpen (6)

TO CREATE
Requires Metalworking 2
Requires Tailoring 3
Requires Woodworking 5","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_3.dds"
"115830","Blueprint: Argonian Gravestick","13","0","0","INGREDIENTS
Heartwood (12), Bast (8), Mundane Rune (8), Flint (15), Mastic (3)

TO CREATE
Requires Tailoring 4
Requires Potency Improvement 4
Requires Woodworking 8","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_4.dds"
"115796","Blueprint: Argonian Hamper, Woven","13","0","0","INGREDIENTS
Heartwood (10), Bast (7), Mundane Rune (7), Flint (15), Mastic (3)

TO CREATE
Requires Tailoring 3
Requires Potency Improvement 3
Requires Woodworking 6","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_4.dds"
"115727","Blueprint: Argonian Lattice, Rough","9","0","0","INGREDIENTS
Heartwood (6), Regulus (3), Bast (4), Flint (5), Pitch (9)

TO CREATE
Requires Metalworking 1
Requires Tailoring 2
Requires Woodworking 4","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_2.dds"
"115740","Blueprint: Argonian Mug, Tooth","9","0","0","INGREDIENTS
Heartwood (6), Mundane Rune (4), Alchemical Resin (4), Flint (5), Pitch (9)

TO CREATE
Requires Potency Improvement 2
Requires Solvent Proficiency 2
Requires Woodworking 4","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_2.dds"
"115731","Blueprint: Argonian Pole, Split","9","0","0","INGREDIENTS
Heartwood (7), Flint (5), Pitch (9)

TO CREATE
Requires Woodworking 5","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_2.dds"
"115745","Blueprint: Argonian Post, Rough","9","0","0","INGREDIENTS
Heartwood (6), Flint (5), Pitch (9)

TO CREATE
Requires Woodworking 4","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_2.dds"
"115744","Blueprint: Argonian Post, Sturdy","9","0","0","INGREDIENTS
Heartwood (7), Flint (5), Pitch (9)

TO CREATE
Requires Woodworking 5","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_2.dds"
"115722","Blueprint: Argonian Rack, Sturdy","9","0","0","INGREDIENTS
Heartwood (7), Flint (5), Pitch (9)

TO CREATE
Requires Woodworking 5","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_2.dds"
"115767","Blueprint: Argonian Shelf, Woven","10","0","0","INGREDIENTS
Heartwood (8), Bast (6), Alchemical Resin (5), Flint (10), Turpen (6)

TO CREATE
Requires Tailoring 3
Requires Solvent Proficiency 2
Requires Woodworking 5","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_3.dds"
"115760","Blueprint: Argonian Snakes in A Basket","10","0","0","INGREDIENTS
Heartwood (7), Bast (6), Alchemical Resin (4), Flint (10), Turpen (6)

TO CREATE
Requires Tailoring 3
Requires Solvent Proficiency 1
Requires Woodworking 4","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_3.dds"
"115732","Blueprint: Argonian Stool, Roped","9","0","0","INGREDIENTS
Heartwood (5), Flint (5), Pitch (9)

TO CREATE
Requires Woodworking 3","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_2.dds"
"115769","Blueprint: Argonian Stool, Woven","10","0","0","INGREDIENTS
Heartwood (7), Regulus (5), Bast (5), Flint (10), Turpen (6)

TO CREATE
Requires Metalworking 2
Requires Tailoring 2
Requires Woodworking 4","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_3.dds"
"115770","Blueprint: Argonian Table, Formal","10","0","0","INGREDIENTS
Heartwood (9), Regulus (6), Bast (6), Flint (10), Turpen (6)

TO CREATE
Requires Metalworking 3
Requires Tailoring 3
Requires Woodworking 6","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_3.dds"
"115799","Blueprint: Argonian Table, Horn","13","0","0","INGREDIENTS
Heartwood (11), Flint (15), Mundane Rune (8), Decorative Wax (7), Mastic (3)

TO CREATE
Requires Potency Improvement 4
Requires Recipe Improvement 3
Requires Woodworking 7","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_4.dds"
"115734","Blueprint: Argonian Table, Rough","9","0","0","INGREDIENTS
Heartwood (6), Flint (5), Pitch (9)

TO CREATE
Requires Woodworking 4","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_2.dds"
"115749","Blueprint: Argonian Tent, Reed","9","0","0","INGREDIENTS
Heartwood (7), Bast (4), Flint (5), Pitch (9)

TO CREATE
Requires Tailoring 2
Requires Woodworking 5","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_2.dds"
"115790","Blueprint: Argonian Trunk, Painted","13","0","0","INGREDIENTS
Heartwood (13), Clean Pelt (9), Alchemical Resin (8), Flint (15), Ruby (18), Mastic (3)

TO CREATE
Requires Tailoring 5
Requires Solvent Proficiency 4
Requires Woodworking 9","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_4.dds"
"115764","Blueprint: Argonian Trunk, Sturdy","10","0","0","INGREDIENTS
Heartwood (9), Regulus (4), Mundane Rune (5), Flint (10), Turpen (6)

TO CREATE
Requires Metalworking 1
Requires Potency Improvement 2
Requires Woodworking 6","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_3.dds"
"115758","Blueprint: Argonian Wind Chimes","10","0","0","INGREDIENTS
Heartwood (9), Bast (6), Decorative Wax (6), Flint (10), Bervez Juice (6)

TO CREATE
Requires Tailoring 3
Requires Recipe Improvement 3
Requires Woodworking 6","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_3.dds"
"127002","Blueprint: Ashlander Cup, Empty","10","0","0","INGREDIENTS
Heartwood (8), Decorative Wax (5), Ash Canvas, Turpen (6)

TO CREATE
Requires Recipe Improvement 2
Requires Woodworking 5","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_3.dds"
"127003","Blueprint: Ashlander Cup, Mazte","10","0","0","INGREDIENTS
Heartwood (9), Decorative Wax (6), Ash Canvas, Turpen (6)

TO CREATE
Requires Recipe Improvement 3
Requires Woodworking 6","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_3.dds"
"145977","Blueprint: Bowl of Grubs","9","0","0","INGREDIENTS
Heartwood (5), Pitch (9), Fleshfly Larva||Fleshfly Larvae

TO CREATE
Requires Woodworking 3","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_2.dds"
"115973","Blueprint: Breton Armchair, Padded","13","0","0","INGREDIENTS
Heartwood (12), Regulus (8), Bast (8), Molybdenum (15), Mastic (3)

TO CREATE
Requires Metalworking 4
Requires Tailoring 4
Requires Woodworking 8","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_4.dds"
"115998","Blueprint: Breton Armoire, Knotwork","13","0","0","INGREDIENTS
Heartwood (13), Regulus (9), Alchemical Resin (8), Molybdenum (15), Mastic (3)

TO CREATE
Requires Metalworking 5
Requires Solvent Proficiency 4
Requires Woodworking 9","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_4.dds"
"115937","Blueprint: Breton Bench, Knotwork","10","0","0","INGREDIENTS
Heartwood (7), Regulus (5), Alchemical Resin (5), Molybdenum (10), Turpen (6)

TO CREATE
Requires Metalworking 2
Requires Solvent Proficiency 2
Requires Woodworking 4","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_3.dds"
"115911","Blueprint: Breton Bench, Plain","9","0","0","INGREDIENTS
Heartwood (5), Molybdenum (5), Pitch (9)

TO CREATE
Requires Woodworking 3","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_2.dds"
"115938","Blueprint: Breton Bookcase, Knotwork","10","0","0","INGREDIENTS
Heartwood (12), Regulus (6), Alchemical Resin (9), Molybdenum (10), Turpen (6)

TO CREATE
Requires Metalworking 3
Requires Solvent Proficiency 6
Requires Woodworking 9","","","","","","","","","/esoui/art/icons/crafting_planfurniture_woodworking_3.dds"
